"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Action","ShowYourWork Init","","","1688064626874",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1688520518222",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1688576904574",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1688588949943",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1688659352256",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1688661950333",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1688749198593","arrayprocessing.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1688749198732",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1688749263064","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","Outside edit","","","1688749263257","srff_finder.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","Outside edit","","","1688749263311","mean_filename_helper.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1688749263521",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1689182868330",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1689953888105",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1690994305707",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692114480385",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692199718165",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692204866733",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"File.Edit","m","","0","1692204902804","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"1","1692204902808","f.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Action","Backspace",,,"1692204903205","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","0","1692204903218","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","0","1692204903635","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"1","1692204903637","f.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","1","1692204903756","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"2","1692204903758","f.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","p","","2","1692204903864","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"3","1692204903865","f.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","o","","3","1692204903958","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"4","1692204903970","f.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","r","","4","1692204904055","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"5","1692204904061","f.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","t","","5","1692204904216","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"6","1692204904222","f.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","6","1692204904279","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"7","1692204904283","f.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","7","1692204917942","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"8","1692204917943","f.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","e","","8","1692204918008","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"9","1692204918008","f.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","q","","9","1692204918284","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","q",,"10","1692204918295","f.py","1.1.5 for 2021-2022 @t1",,"q",,,,,
"File.Edit","u","","10","1692204918464","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"11","1692204918465","f.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","e","","11","1692204918537","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"12","1692204918538","f.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","12","1692204918653","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"13","1692204918654","f.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","13","1692204919196","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"14","1692204919196","f.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","s","","14","1692204919409","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"15","1692204919410","f.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Enter",,,"1692204924002","f.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","15","1692204924027","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1692204927079","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","15","1692204927083","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927338","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","14","1692204927340","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927368","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","13","1692204927370","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927400","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","12","1692204927402","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927430","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","11","1692204927432","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927467","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","u","10","1692204927469","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927637","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","q","9","1692204927638","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927781","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","8","1692204927783","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692204927914","f.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","7","1692204927916","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Deleting file f.py",,,"1692204938123","f.py","1.1.5 for 2021-2022 @t1",,"Deleting file f.py",,,,,
"X-Action","Outside edit","","","1692208276101","f.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"File.Edit","","import ","0","1692208276102","f.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","","0","1692208276102","f.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","ShowYourWork Init","","","1692208276134",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692286568842",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692725401085",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692725606073",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692802830994",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1692889526645","time_wind_grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1692889526824",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692976182552",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1692984001836","string_processing.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1692984002103",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692984193510",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692984481443",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1692994160565",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1693255896076",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1693344448679","main.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1693344448858",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1693756619962","file_input.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1693756620244",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1693936501107",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1693941482624",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1693948347718",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1694034446504",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1694034618967",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1694109774221",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1694114516866",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1694206803483",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1694727237195","downloading_merra_script.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1694727237395",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1694814879908",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1695681341202",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1696628747718",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1696629141546","main.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1696629141935",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1696730812922","metadata_gathering.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1696730813208",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1696961536212",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1696965496006","file_input.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1696965496453",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1697135786827","file_input.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1697135787292",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1697229427121","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1697229427851",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1697566954463",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1697580454767","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1697580455092",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1697659237518",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1697662982695",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1697664149210",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1697738284737",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1697749102546",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1697834994309",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1698170065956","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1698170066352",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1698266707461",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1698344899573","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1698344900071",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1698355697902","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1698355698331",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1698439505402","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1698439506731",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1698960360218",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1699046354006",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1699395545598",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1699479587207","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1699479587836",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1699556183458",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1700259130776","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1700259132193",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1701203119746",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1701210486550",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1701383158923",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1701466441308","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1701466443382",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1701990113997",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1702070792960","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1702070795118",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1702325865827","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1702325866917",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1702500517819",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1702579671274",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1702587602452",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1702661108057",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1703343310796",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1703566994907","main.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","Outside edit","","","1703566996697","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1703566997689",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1704300960630","downloading_merra_script.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1704300963666",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1704384332091","grapher.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1704384333375",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1704385374160",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","Outside edit","","","1704471183384","multi-dataset_graphing.py","1.1.5 for 2021-2022 @t1",,"Outside Edit",,,,,
"X-Action","ShowYourWork Init","","","1704471184518",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
"X-Action","ShowYourWork Init","","","1704477675485",,"1.1.5 for 2021-2022 @t1",,"Init",,,,,
