"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"o","3",,"    self._engine = self._make_engine(f, self.engine)
",,"stderr","1685401988396",,,,,,,
"o","3",,"                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685401988396",,,,,,,
"o","3",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\io\parsers\readers.py"", line 1735, in _make_engine
",,"stderr","1685401988396",,,,,,,
"o","3",,"    self.handles = get_handle(
",,"stderr","1685401988396",,,,,,,
"o","3",,"                   ^^^^^^^^^^^
",,"stderr","1685401988396",,,,,,,
"o","3",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\io\common.py"", line 856, in get_handle
",,"stderr","1685401988396",,,,,,,
"o","3",,"    handle = open(
",,"stderr","1685401988396",,,,,,,
"o","3",,"             ^^^^^
",,"stderr","1685401988396",,,,,,,
"o","3",,"FileNotFoundError: [Errno 2] No such file or directory: '//ChileMTM_info//2009_Jan_ChileMTM_info.csv'
",,"stderr","1685401988396",,,,,,,
"o","3",,"
Process finished with exit code 1
",,"system","1685401988450",,,,,,,
"Run.Program","4","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402043160","main.py",,,,,,
"o","4",,"
Process finished with exit code 0
",,"system","1685402046086",,,,,,,
"Run.Program","5","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402074930","main.py",,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"False
",,"stdout","1685402075465",,,,,,,
"o","5",,"
Process finished with exit code 0
",,"system","1685402075520",,,,,,,
"Run.Program","6","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402226818","main.py",,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"False
",,"stdout","1685402229632",,,,,,,
"o","6",,"
Process finished with exit code 0
",,"system","1685402229687",,,,,,,
"Run.Program","7","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402255140","main.py",,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"False
",,"stdout","1685402255678",,,,,,,
"o","7",,"
Process finished with exit code 0
",,"system","1685402255747",,,,,,,
"Run.Program","8","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402419463","main.py",,,,,,
"o","8",,"False
",,"stdout","1685402420019",,,,,,,
"o","8",,"False
",,"stdout","1685402422319",,,,,,,
"o","8",,"False
",,"stdout","1685402422319",,,,,,,
"o","8",,"False
",,"stdout","1685402422319",,,,,,,
"o","8",,"False
",,"stdout","1685402422319",,,,,,,
"o","8",,"False
",,"stdout","1685402422319",,,,,,,
"o","8",,"False
",,"stdout","1685402422319",,,,,,,
"o","8",,"True
",,"stdout","1685402422319",,,,,,,
"o","8",,"True
",,"stdout","1685402422319",,,,,,,
"o","8",,"True
",,"stdout","1685402422319",,,,,,,
"o","8",,"True
",,"stdout","1685402422319",,,,,,,
"o","8",,"True
",,"stdout","1685402422319",,,,,,,
"o","8",,"
Process finished with exit code 0
",,"system","1685402422371",,,,,,,
"Run.Program","9","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402592924","main.py",,,,,,
"o","9",,"False
",,"stdout","1685402593493",,,,,,,
"o","9",,"False
",,"stdout","1685402595796",,,,,,,
"o","9",,"False
",,"stdout","1685402595796",,,,,,,
"o","9",,"False
",,"stdout","1685402595796",,,,,,,
"o","9",,"False
",,"stdout","1685402595796",,,,,,,
"o","9",,"False
",,"stdout","1685402595796",,,,,,,
"o","9",,"False
",,"stdout","1685402595796",,,,,,,
"o","9",,"True
",,"stdout","1685402595796",,,,,,,
"o","9",,"True
",,"stdout","1685402595796",,,,,,,
"o","9",,"True
",,"stdout","1685402595796",,,,,,,
"o","9",,"True
",,"stdout","1685402595796",,,,,,,
"o","9",,"True
",,"stdout","1685402595796",,,,,,,
"o","9",,"
Process finished with exit code 0
",,"system","1685402595849",,,,,,,
"Run.Program","10","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402637949","main.py",,,,,,
"o","10",,"False
",,"stdout","1685402638512",,,,,,,
"o","10",,"False
",,"stdout","1685402640797",,,,,,,
"o","10",,"False
",,"stdout","1685402640797",,,,,,,
"o","10",,"False
",,"stdout","1685402640797",,,,,,,
"o","10",,"False
",,"stdout","1685402640797",,,,,,,
"o","10",,"False
",,"stdout","1685402640797",,,,,,,
"o","10",,"False
",,"stdout","1685402640797",,,,,,,
"o","10",,"True
",,"stdout","1685402640797",,,,,,,
"o","10",,"True
",,"stdout","1685402640797",,,,,,,
"o","10",,"True
",,"stdout","1685402640797",,,,,,,
"o","10",,"True
",,"stdout","1685402640797",,,,,,,
"o","10",,"True
",,"stdout","1685402640797",,,,,,,
"o","10",,"
Process finished with exit code 0
",,"system","1685402640850",,,,,,,
"Run.Program","12","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402917939","main.py",,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"False
",,"stdout","1685402920862",,,,,,,
"o","12",,"
Process finished with exit code 0
",,"system","1685402920916",,,,,,,
"Run.Program","13","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402949617","main.py",,,,,,
"o","13",,"False
",,"stdout","1685402950230",,,,,,,
"o","13",,"False
",,"stdout","1685402950230",,,,,,,
"o","13",,"False
",,"stdout","1685402950230",,,,,,,
"o","13",,"False
",,"stdout","1685402950230",,,,,,,
"o","13",,"False
",,"stdout","1685402950230",,,,,,,
"o","13",,"Traceback (most recent call last):
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\data_info_evaluating\main.py"", line 26, in <module>
",,"stderr","1685402950231",,,,,,,
"o","13",,"    df = readfiles.import_csv_to_df(path)
",,"stderr","1685402950231",,,,,,,
"o","13",,"         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"False
",,"stdout","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\data_info_evaluating\readinginfiles.py"", line 14, in import_csv_to_df
",,"stderr","1685402950231",,,,,,,
"o","13",,"    infile = pd.read_csv(path)
",,"stderr","1685402950231",,,,,,,
"o","13",,"             ^^^^^^^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\util\_decorators.py"", line 211, in wrapper
",,"stderr","1685402950231",,,,,,,
"o","13",,"False
",,"stdout","1685402950231",,,,,,,
"o","13",,"    return func(*args, **kwargs)
",,"stderr","1685402950231",,,,,,,
"o","13",,"           ^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\util\_decorators.py"", line 331, in wrapper
",,"stderr","1685402950231",,,,,,,
"o","13",,"True
",,"stdout","1685402950231",,,,,,,
"o","13",,"    return func(*args, **kwargs)
",,"stderr","1685402950231",,,,,,,
"o","13",,"           ^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\io\parsers\readers.py"", line 950, in read_csv
",,"stderr","1685402950231",,,,,,,
"o","13",,"    return _read(filepath_or_buffer, kwds)
",,"stderr","1685402950231",,,,,,,
"o","13",,"           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\io\parsers\readers.py"", line 605, in _read
",,"stderr","1685402950231",,,,,,,
"o","13",,"    parser = TextFileReader(filepath_or_buffer, **kwds)
",,"stderr","1685402950231",,,,,,,
"o","13",,"             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\io\parsers\readers.py"", line 1442, in __init__
",,"stderr","1685402950231",,,,,,,
"o","13",,"    self._engine = self._make_engine(f, self.engine)
",,"stderr","1685402950231",,,,,,,
"o","13",,"                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\io\parsers\readers.py"", line 1735, in _make_engine
",,"stderr","1685402950231",,,,,,,
"o","13",,"    self.handles = get_handle(
",,"stderr","1685402950231",,,,,,,
"o","13",,"                   ^^^^^^^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"  File ""C:\Users\42gde\.conda\envs\physics_lab_assistant\Lib\site-packages\pandas\io\common.py"", line 856, in get_handle
",,"stderr","1685402950231",,,,,,,
"o","13",,"    handle = open(
",,"stderr","1685402950231",,,,,,,
"o","13",,"             ^^^^^
",,"stderr","1685402950231",,,,,,,
"o","13",,"FileNotFoundError: [Errno 2] No such file or directory: '//ChileMTM_info//2009//2009_Aug_ChileMTM_info.csv'
",,"stderr","1685402950231",,,,,,,
"o","13",,"
Process finished with exit code 1
",,"system","1685402950290",,,,,,,
"Run.Program","14","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/data_info_evaluating/main.py",,"PythonRunner",,"1685402973033","main.py",,,,,,
"o","14",,"False
",,"stdout","1685402973573",,,,,,,
"o","14",,"False
",,"stdout","1685402973573",,,,,,,
"o","14",,"False
",,"stdout","1685402973573",,,,,,,
"o","14",,"False
",,"stdout","1685402973573",,,,,,,
"o","14",,"False
",,"stdout","1685402973573",,,,,,,
"o","14",,"False
",,"stdout","1685402973573",,,,,,,
"o","14",,"False
",,"stdout","1685402973573",,,,,,,
"o","14",,"True
",,"stdout","1685402973573",,,,,,,
"o","14",,"<bound method DataFrame.info of      date   star removed (sr)  flat fielded (ff)  calibrated, unwarped (caun)
",,"stdout","1685402973667",,,,,,,
"o","14",,"0    9-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"1   10-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"2   11-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"3   12-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"4   13-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"5   14-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"6   15-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"7   16-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"8   17-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"9   18-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"10  19-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"11  20-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"12  21-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"13  22-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"14  23-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"15  25-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"16  26-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"17  27-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"18  30-Aug                1.0                0.0                          0.0
",,"stdout","1685402973667",,,,,,,
"o","14",,"19  31-Aug                1.0                0.0                          0.0>
",,"stdout","1685402973667",,,,,,,
"o","14",,"True
",,"stdout","1685402973667",,,,,,,
"o","14",,"<bound method DataFrame.info of      date   star removed (sr)  flat fielded (ff)  calibrated, unwarped (caun)
",,"stdout","1685402973684",,,,,,,
"o","14",,"0    8-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"1    9-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"2   10-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"3   11-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"4   12-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"5   13-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"6   14-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"7   15-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"8   16-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"9   17-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"10  18-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"11  19-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"12  20-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"13  22-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"14  23-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"15  24-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"16  25-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"17  26-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"18  27-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"19  28-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"20  29-Sep                1.0                0.0                          0.0
",,"stdout","1685402973684",,,,,,,
"o","14",,"21  30-Sep                1.0                0.0                          0.0>
",,"stdout","1685402973684",,,,,,,
"o","14",,"True
",,"stdout","1685402973684",,,,,,,
"o","14",,"<bound method DataFrame.info of      date   star removed (sr)  flat fielded (ff)  calibrated, unwarped (caun)
",,"stdout","1685402973700",,,,,,,
"o","14",,"0    7-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"1    8-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"2    9-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"3   10-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"4   12-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"5   13-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"6   14-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"7   15-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"8   16-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"9   17-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"10  18-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"11  19-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"12  20-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"13  21-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"14  22-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"15  23-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"16  24-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"17  25-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"18  26-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"19  27-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"20  28-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"21  29-Oct                1.0                0.0                          0.0
",,"stdout","1685402973700",,,,,,,
"o","14",,"22  30-Oct                1.0                0.0                          0.0>
",,"stdout","1685402973700",,,,,,,
"o","14",,"True
",,"stdout","1685402973700",,,,,,,
"o","14",,"<bound method DataFrame.info of      date   star removed (sr)  flat fielded (ff)  calibrated, unwarped (caun)
",,"stdout","1685402973732",,,,,,,
"o","14",,"0    6-Nov                0.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"1    7-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"2    8-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"3    9-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"4   10-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"5   11-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"6   12-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"7   13-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"8   14-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"9   15-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"10  16-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"11  17-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"12  18-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"13  19-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"14  20-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"15  21-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"16  22-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"17  23-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"18  24-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"19  25-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"20  26-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"21  27-Nov                1.0                0.0                          0.0
",,"stdout","1685402973732",,,,,,,
"o","14",,"22  28-Nov                1.0                0.0                          0.0>
",,"stdout","1685402973732",,,,,,,
"o","14",,"True
",,"stdout","1685402973732",,,,,,,
"o","14",,"<bound method DataFrame.info of      date   star removed (sr)  flat fielded (ff)  calibrated, unwarped (caun)
",,"stdout","1685402973748",,,,,,,
"o","14",,"0    5-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"1    6-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"2    7-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"3    8-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"4    9-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"5   10-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"6   11-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"7   12-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"8   13-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"9   14-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"10  15-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"11  16-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"12  17-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"13  18-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"14  19-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"15  20-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"16  21-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"17  22-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"18  23-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"19  24-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"20  25-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
"o","14",,"21  26-Dec                1.0                0.0                          0.0
",,"stdout","1685402973748",,,,,,,
