"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"Run.Program","6","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/file_name_return.py",,"PythonRunner",,"1685729984713","file_name_return.py",,,,,,
"o","6",,"Filters:
",,"stdout","1685729987621",,,,,,,
"o","6",,"	1) BG
",,"stdout","1685729987621",,,,,,,
"o","6",,"	2) P12A
",,"stdout","1685729987621",,,,,,,
"o","6",,"	3) P14A
",,"stdout","1685729987621",,,,,,,
"o","6",,"Which filter? ",,"stdout","1685729987621",,,,,,,
"o","6",,"
",,"stdout","1685729989769",,,,,,,
"o","6",,"Enter the beginning number: ",,"stdout","1685729989769",,,,,,,
"o","6",,"Enter the ending number: ",,"stdout","1685729995837",,,,,,,
"o","6",,"Filename: FFBG0300-0400.tif
",,"stdout","1685730008329",,,,,,,
"o","6",,"	1) End file for mean image making (ex: P12A_sr0003)
",,"stdout","1685730008329",,,,,,,
"o","6",,"	2) Mean Image Filename (ex: FF_BG_0001-0400)
",,"stdout","1685730008329",,,,,,,
"o","6",,"What filename do you want? ",,"stdout","1685730008329",,,,,,,
"o","6",,"Traceback (most recent call last):
",,"stderr","1685730045533",,,,,,,
"o","6",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 47, in <module>
",,"stderr","1685730045533",,,,,,,
"o","6",,"    main()
",,"stderr","1685730045533",,,,,,,
"o","6",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 32, in main
",,"stderr","1685730045533",,,,,,,
"o","6",,"    name_mode = int(input(""What filename do you want? ""))
",,"stderr","1685730045533",,,,,,,
"o","6",,"                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685730045533",,,,,,,
"o","6",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1685730045533",,,,,,,
"o","6",,"KeyboardInterrupt
",,"stderr","1685730045533",,,,,,,
"o","6",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1685730045534",,,,,,,
"Run.Program","7","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/file_name_return.py",,"PythonRunner",,"1685730045697","file_name_return.py",,,,,,
"o","7",,"Filters:
",,"stdout","1685730047831",,,,,,,
"o","7",,"	1) BG
",,"stdout","1685730047831",,,,,,,
"o","7",,"	2) P12A
",,"stdout","1685730047831",,,,,,,
"o","7",,"	3) P14A
",,"stdout","1685730047831",,,,,,,
"o","7",,"Which filter? ",,"stdout","1685730047831",,,,,,,
"o","7",,"
",,"stdout","1685730049346",,,,,,,
"o","7",,"Enter the beginning number: ",,"stdout","1685730049346",,,,,,,
"o","7",,"Enter the ending number: ",,"stdout","1685730052683",,,,,,,
"o","7",,"Filename: FF_P12A_5256-2546.tif
",,"stdout","1685730054992",,,,,,,
"o","7",,"	1) End file for mean image making (ex: P12A_sr0003)
",,"stdout","1685730054992",,,,,,,
"o","7",,"	2) Mean Image Filename (ex: FF_BG_0001-0400)
",,"stdout","1685730054992",,,,,,,
"o","7",,"What filename do you want? ",,"stdout","1685730054992",,,,,,,
"o","7",,"Traceback (most recent call last):
",,"stderr","1685730093378",,,,,,,
"o","7",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 47, in <module>
",,"stderr","1685730093378",,,,,,,
"o","7",,"    main()
",,"stderr","1685730093378",,,,,,,
"o","7",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 32, in main
",,"stderr","1685730093378",,,,,,,
"o","7",,"    name_mode = int(input(""What filename do you want? ""))
",,"stderr","1685730093378",,,,,,,
"o","7",,"                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685730093378",,,,,,,
"o","7",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1685730093378",,,,,,,
"o","7",,"KeyboardInterrupt
",,"stderr","1685730093378",,,,,,,
"o","7",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1685730093378",,,,,,,
"Run.Program","8","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/file_name_return.py",,"PythonRunner",,"1685730093545","file_name_return.py",,,,,,
"o","8",,"Filters:
",,"stdout","1685730098987",,,,,,,
"o","8",,"	1) BG
",,"stdout","1685730098987",,,,,,,
"o","8",,"	2) P12A
",,"stdout","1685730098987",,,,,,,
"o","8",,"	3) P14A
",,"stdout","1685730098987",,,,,,,
"o","8",,"Which filter? ",,"stdout","1685730098987",,,,,,,
"o","8",,"Enter the number: ",,"stdout","1685730100988",,,,,,,
"o","8",,"Filename: BG_sr0001.tif
",,"stdout","1685730107149",,,,,,,
"o","8",,"	1) End file for mean image making (ex: P12A_sr0003)
",,"stdout","1685730107149",,,,,,,
"o","8",,"	2) Mean Image Filename (ex: FF_BG_0001-0400)
",,"stdout","1685730107149",,,,,,,
"o","8",,"What filename do you want? ",,"stdout","1685730107149",,,,,,,
"o","8",,"Traceback (most recent call last):
",,"stderr","1685730154580",,,,,,,
"o","8",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 47, in <module>
",,"stderr","1685730154580",,,,,,,
"o","8",,"    main()
",,"stderr","1685730154580",,,,,,,
"o","8",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 32, in main
",,"stderr","1685730154580",,,,,,,
"o","8",,"    name_mode = int(input(""What filename do you want? ""))
",,"stderr","1685730154580",,,,,,,
"o","8",,"                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685730154580",,,,,,,
"o","8",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1685730154580",,,,,,,
"o","8",,"KeyboardInterrupt
",,"stderr","1685730154580",,,,,,,
"o","8",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1685730154580",,,,,,,
"Run.Program","9","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/file_name_return.py",,"PythonRunner",,"1685730154730","file_name_return.py",,,,,,
"o","9",,"	1) End file for mean image making (ex: P12A_sr0003)
",,"stdout","1685730159456",,,,,,,
"o","9",,"	2) Mean Image Filename (ex: FF_BG_0001-0400)
",,"stdout","1685730159456",,,,,,,
"o","9",,"What filename do you want? ",,"stdout","1685730159456",,,,,,,
"o","9",,"Filters:
",,"stdout","1685730161643",,,,,,,
"o","9",,"	1) BG
",,"stdout","1685730161643",,,,,,,
"o","9",,"	2) P12A
",,"stdout","1685730161643",,,,,,,
"o","9",,"	3) P14A
",,"stdout","1685730161643",,,,,,,
"o","9",,"Which filter? ",,"stdout","1685730161643",,,,,,,
"o","9",,"Enter the number: ",,"stdout","1685730170377",,,,,,,
"o","9",,"
",,"stdout","1685730173264",,,,,,,
"o","9",,"Filename: BG_sr1000.tif
",,"stdout","1685730173264",,,,,,,
"o","9",,"
",,"stdout","1685730173264",,,,,,,
"o","9",,"	1) End file for mean image making (ex: P12A_sr0003)
",,"stdout","1685730173264",,,,,,,
"o","9",,"	2) Mean Image Filename (ex: FF_BG_0001-0400)
",,"stdout","1685730173264",,,,,,,
"o","9",,"What filename do you want? ",,"stdout","1685730173264",,,,,,,
"o","9",,"Filters:
",,"stdout","1685730179775",,,,,,,
"o","9",,"	1) BG
",,"stdout","1685730179775",,,,,,,
"o","9",,"	2) P12A
",,"stdout","1685730179775",,,,,,,
"o","9",,"	3) P14A
",,"stdout","1685730179775",,,,,,,
"o","9",,"Which filter? ",,"stdout","1685730179775",,,,,,,
"o","9",,"
",,"stdout","1685730181504",,,,,,,
"o","9",,"Enter the beginning number: ",,"stdout","1685730181504",,,,,,,
"o","9",,"Enter the ending number: ",,"stdout","1685730185481",,,,,,,
"o","9",,"
",,"stdout","1685730188569",,,,,,,
"o","9",,"Filename: FF_P14A_0002-0421.tif
",,"stdout","1685730188569",,,,,,,
"o","9",,"
",,"stdout","1685730188569",,,,,,,
"o","9",,"	1) End file for mean image making (ex: P12A_sr0003)
",,"stdout","1685730188569",,,,,,,
"o","9",,"	2) Mean Image Filename (ex: FF_BG_0001-0400)
",,"stdout","1685730188569",,,,,,,
"o","9",,"What filename do you want? ",,"stdout","1685730188569",,,,,,,
"o","9",,"Traceback (most recent call last):
",,"stderr","1685730204747",,,,,,,
"o","9",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 47, in <module>
",,"stderr","1685730204747",,,,,,,
"o","9",,"    main()
",,"stderr","1685730204747",,,,,,,
"o","9",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 32, in main
",,"stderr","1685730204747",,,,,,,
"o","9",,"    name_mode = int(input(""What filename do you want? ""))
",,"stderr","1685730204747",,,,,,,
"o","9",,"                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685730204747",,,,,,,
"o","9",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1685730204747",,,,,,,
"o","9",,"KeyboardInterrupt
",,"stderr","1685730204747",,,,,,,
"o","9",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1685730204747",,,,,,,
"Run.Program","10","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/file_name_return.py",,"PythonRunner",,"1685730204882","file_name_return.py",,,,,,
"o","10",,"Traceback (most recent call last):
",,"stderr","1685730207549",,,,,,,
"o","10",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 47, in <module>
",,"stderr","1685730207549",,,,,,,
"o","10",,"    main()
",,"stderr","1685730207549",,,,,,,
"o","10",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 32, in main
",,"stderr","1685730207549",,,,,,,
"o","10",,"    name_mode = int(input(""What filename do you want? ""))
",,"stderr","1685730207549",,,,,,,
"o","10",,"                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1685730207549",,,,,,,
"o","10",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1685730207549",,,,,,,
"o","10",,"KeyboardInterrupt
",,"stderr","1685730207549",,,,,,,
"o","10",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1685730207550",,,,,,,
"Run.Program","3","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/file_name_return.py",,"PythonRunner",,"1685991072123","file_name_return.py",,,,,,
"o","3",,"
",,"stdout","1685991074753",,,,,,,
"o","3",,"Enter the beginning number: ",,"stdout","1685991074753",,,,,,,
"o","3",,"Enter the ending number: ",,"stdout","1685991079880",,,,,,,
"o","3",,"
",,"stdout","1685991085543",,,,,,,
"o","3",,"Start filename: BG_sr0012.tif
",,"stdout","1685991085543",,,,,,,
"o","3",,"End filename: BG_sr0468.tif
",,"stdout","1685991085543",,,,,,,
"o","3",,"
",,"stdout","1685991085543",,,,,,,
"o","3",,"Filename: FF_BG_0012-0468.tif
",,"stdout","1685991085543",,,,,,,
"o","3",,"
",,"stdout","1685991085543",,,,,,,
"o","3",,"
",,"stdout","1685991085543",,,,,,,
"o","3",,"Filters:
",,"stdout","1685991085543",,,,,,,
"o","3",,"	1) BG
",,"stdout","1685991085543",,,,,,,
"o","3",,"	2) P12A
",,"stdout","1685991085543",,,,,,,
"o","3",,"	3) P14A
",,"stdout","1685991085543",,,,,,,
"o","3",,"Which filter? ",,"stdout","1685991085543",,,,,,,
"o","3",,"Traceback (most recent call last):
",,"stderr","1685991211147",,,,,,,
"o","3",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 54, in <module>
",,"stderr","1685991211147",,,,,,,
"o","3",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 47, in main
",,"stderr","1685991211147",,,,,,,
"o","3",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\file_name_return.py"", line 19, in filter_chooser
",,"stderr","1685991211147",,,,,,,
"o","3",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1685991211147",,,,,,,
"o","3",,"KeyboardInterrupt
",,"stderr","1685991211147",,,,,,,
"o","3",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1685991211147",,,,,,,
"Run.Program","3","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/mean_filename_helper.py",,"PythonRunner",,"1687967564547","mean_filename_helper.py",,,,,,
"o","3",,"
",,"stdout","1687967567574",,,,,,,
"o","3",,"Enter the beginning number: ",,"stdout","1687967567574",,,,,,,
"o","3",,"Enter the ending number: ",,"stdout","1687967569681",,,,,,,
"o","3",,"
",,"stdout","1687967571773",,,,,,,
"o","3",,"Start filename: P12A_sr0010.tif
",,"stdout","1687967571773",,,,,,,
"o","3",,"End filename: P12A_sr0011.tif
",,"stdout","1687967571773",,,,,,,
"o","3",,"
",,"stdout","1687967571773",,,,,,,
"o","3",,"Mean filename: FF_P12A_0010-0011.tif
",,"stdout","1687967571773",,,,,,,
"o","3",,"
",,"stdout","1687967571773",,,,,,,
"o","3",,"
",,"stdout","1687967571773",,,,,,,
"o","3",,"Filters:
",,"stdout","1687967571773",,,,,,,
"o","3",,"	1) BG
",,"stdout","1687967571773",,,,,,,
"o","3",,"	2) P12A
",,"stdout","1687967571773",,,,,,,
"o","3",,"	3) P14A
",,"stdout","1687967571773",,,,,,,
"o","3",,"Which filter? ",,"stdout","1687967571773",,,,,,,
"o","3",,"
",,"stdout","1687967601830",,,,,,,
"o","3",,"Enter the beginning number: ",,"stdout","1687967601830",,,,,,,
"o","3",,"Enter the ending number: ",,"stdout","1687967605736",,,,,,,
"o","3",,"
",,"stdout","1687967607486",,,,,,,
"o","3",,"Start filename: P14A_sr100000.tif
",,"stdout","1687967607486",,,,,,,
"o","3",,"End filename: P14A_sr1100100.tif
",,"stdout","1687967607486",,,,,,,
"o","3",,"
",,"stdout","1687967607486",,,,,,,
"o","3",,"Mean filename: FF_P14A_100000-1100100.tif
",,"stdout","1687967607486",,,,,,,
"o","3",,"
",,"stdout","1687967607486",,,,,,,
"o","3",,"
",,"stdout","1687967607486",,,,,,,
"o","3",,"Filters:
",,"stdout","1687967607486",,,,,,,
"o","3",,"	1) BG
",,"stdout","1687967607486",,,,,,,
"o","3",,"	2) P12A
",,"stdout","1687967607486",,,,,,,
"o","3",,"	3) P14A
",,"stdout","1687967607486",,,,,,,
"o","3",,"Which filter? ",,"stdout","1687967607486",,,,,,,
"o","3",,"Traceback (most recent call last):
",,"stderr","1687967648669",,,,,,,
"o","3",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 42, in <module>
",,"stderr","1687967648669",,,,,,,
"o","3",,"    main()
",,"stderr","1687967648669",,,,,,,
"o","3",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 35, in main
",,"stderr","1687967648669",,,,,,,
"o","3",,"    filter_name = filter_chooser()
",,"stderr","1687967648669",,,,,,,
"o","3",,"                  ^^^^^^^^^^^^^^^^
",,"stderr","1687967648669",,,,,,,
"o","3",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 22, in filter_chooser
",,"stderr","1687967648669",,,,,,,
"o","3",,"    filter_chosen = int(input('Which filter? '))
",,"stderr","1687967648669",,,,,,,
"o","3",,"                        ^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1687967648669",,,,,,,
"o","3",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1687967648669",,,,,,,
"o","3",,"KeyboardInterrupt
",,"stderr","1687967648669",,,,,,,
"o","3",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1687967648669",,,,,,,
"Run.Program","4","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/mean_filename_helper.py",,"PythonRunner",,"1687967648851","mean_filename_helper.py",,,,,,
"o","4",,"
",,"stdout","1687967651211",,,,,,,
"o","4",,"Enter the beginning number: ",,"stdout","1687967651211",,,,,,,
"o","4",,"Enter the ending number: ",,"stdout","1687967657990",,,,,,,
"o","4",,"10111
",,"stdout","1687967660246",,,,,,,
"o","4",,"1111
",,"stdout","1687967660246",,,,,,,
"o","4",,"
",,"stdout","1687967660246",,,,,,,
"o","4",,"Start filename: P12A_sr10111.tif
",,"stdout","1687967660246",,,,,,,
"o","4",,"End filename: P12A_sr1111.tif
",,"stdout","1687967660246",,,,,,,
"o","4",,"
",,"stdout","1687967660246",,,,,,,
"o","4",,"Mean filename: FF_P12A_10111-1111.tif
",,"stdout","1687967660246",,,,,,,
"o","4",,"
",,"stdout","1687967660246",,,,,,,
"o","4",,"
",,"stdout","1687967660246",,,,,,,
"o","4",,"Filters:
",,"stdout","1687967660246",,,,,,,
"o","4",,"	1) BG
",,"stdout","1687967660246",,,,,,,
"o","4",,"	2) P12A
",,"stdout","1687967660246",,,,,,,
"o","4",,"	3) P14A
",,"stdout","1687967660246",,,,,,,
"o","4",,"Which filter? ",,"stdout","1687967660246",,,,,,,
"o","4",,"Traceback (most recent call last):
",,"stderr","1687967749562",,,,,,,
"o","4",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 44, in <module>
",,"stderr","1687967749562",,,,,,,
"o","4",,"    main()
",,"stderr","1687967749562",,,,,,,
"o","4",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 37, in main
",,"stderr","1687967749562",,,,,,,
"o","4",,"    filter_name = filter_chooser()
",,"stderr","1687967749562",,,,,,,
"o","4",,"                  ^^^^^^^^^^^^^^^^
",,"stderr","1687967749562",,,,,,,
"o","4",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 24, in filter_chooser
",,"stderr","1687967749562",,,,,,,
"o","4",,"    filter_chosen = int(input('Which filter? '))
",,"stderr","1687967749562",,,,,,,
"o","4",,"                        ^^^^^^^^^^^^^^^^^^^^^^^
",,"stderr","1687967749562",,,,,,,
"o","4",,"  File ""<frozen codecs>"", line 319, in decode
",,"stderr","1687967749562",,,,,,,
"o","4",,"KeyboardInterrupt
",,"stderr","1687967749562",,,,,,,
"o","4",,"
Process finished with exit code -1073741510 (0xC000013A: interrupted by Ctrl+C)
",,"system","1687967749562",,,,,,,
"Run.Program","5","C:\Users\42gde\.conda\envs\physics_lab_assistant\python.exe C:/Users/42gde/PycharmProjects/physics_lab_tech_job/other/mean_filename_helper.py",,"PythonRunner",,"1687967749718","mean_filename_helper.py",,,,,,
"o","5",,"
",,"stdout","1687967753676",,,,,,,
"o","5",,"Enter the beginning number: ",,"stdout","1687967753676",,,,,,,
"o","5",,"Enter the ending number: ",,"stdout","1687967756008",,,,,,,
"o","5",,"0002
",,"stdout","1687967758620",,,,,,,
"o","5",,"0400
",,"stdout","1687967758620",,,,,,,
"o","5",,"
",,"stdout","1687967758620",,,,,,,
"o","5",,"Start filename: BG_sr0002.tif
",,"stdout","1687967758620",,,,,,,
"o","5",,"End filename: BG_sr0400.tif
",,"stdout","1687967758620",,,,,,,
"o","5",,"
",,"stdout","1687967758620",,,,,,,
"o","5",,"Mean filename: FF_BG_0002-0400.tif
",,"stdout","1687967758620",,,,,,,
"o","5",,"
",,"stdout","1687967758620",,,,,,,
"o","5",,"
",,"stdout","1687967758620",,,,,,,
"o","5",,"Filters:
",,"stdout","1687967758620",,,,,,,
"o","5",,"	1) BG
",,"stdout","1687967758620",,,,,,,
"o","5",,"	2) P12A
",,"stdout","1687967758620",,,,,,,
"o","5",,"	3) P14A
",,"stdout","1687967758620",,,,,,,
"o","5",,"Which filter? ",,"stdout","1687967758620",,,,,,,
"o","5",,"
",,"stdout","1687967806842",,,,,,,
"o","5",,"Enter the beginning number: ",,"stdout","1687967806842",,,,,,,
"o","5",,"Enter the ending number: ",,"stdout","1687967811002",,,,,,,
"o","5",,"0124
",,"stdout","1687967816704",,,,,,,
"o","5",,"0203
",,"stdout","1687967816704",,,,,,,
"o","5",,"
",,"stdout","1687967816704",,,,,,,
"o","5",,"Start filename: P14A_sr0124.tif
",,"stdout","1687967816704",,,,,,,
"o","5",,"End filename: P14A_sr0203.tif
",,"stdout","1687967816704",,,,,,,
"o","5",,"
",,"stdout","1687967816704",,,,,,,
"o","5",,"Mean filename: FF_P14A_0124-0203.tif
",,"stdout","1687967816704",,,,,,,
"o","5",,"
",,"stdout","1687967816704",,,,,,,
"o","5",,"
",,"stdout","1687967816704",,,,,,,
"o","5",,"Filters:
",,"stdout","1687967816704",,,,,,,
"o","5",,"	1) BG
",,"stdout","1687967816704",,,,,,,
"o","5",,"	2) P12A
",,"stdout","1687967816704",,,,,,,
"o","5",,"	3) P14A
",,"stdout","1687967816704",,,,,,,
"o","5",,"Which filter? ",,"stdout","1687967816704",,,,,,,
"o","5",,"Traceback (most recent call last):
",,"stderr","1687967889909",,,,,,,
"o","5",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 44, in <module>
",,"stderr","1687967889910",,,,,,,
"o","5",,"    main()
",,"stderr","1687967889910",,,,,,,
"o","5",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 37, in main
",,"stderr","1687967889910",,,,,,,
"o","5",,"    filter_name = filter_chooser()
",,"stderr","1687967889910",,,,,,,
"o","5",,"                  ^^^^^^^^^^^^^^^^
",,"stderr","1687967889910",,,,,,,
"o","5",,"  File ""C:\Users\42gde\PycharmProjects\physics_lab_tech_job\other\mean_filename_helper.py"", line 24, in filter_chooser
",,"stderr","1687967889910",,,,,,,
