"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Action","Enter",,,"1692114605145","plan.txt","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","60","1692114605167","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Create directory",,,"1692114642228","plan.txt","1.1.5 for 2021-2022 @t1",,"Create directory",,,,,
"X-Action","Copy Files/Directories",,,"1692114642253","plan.txt","1.1.5 for 2021-2022 @t1",,"Copy Files/Directories",,,,,
"X-Action","Create directory",,,"1692114670430","plan.txt","1.1.5 for 2021-2022 @t1",,"Create directory",,,,,
"X-Action","Copy Files/Directories",,,"1692114670441","plan.txt","1.1.5 for 2021-2022 @t1",,"Copy Files/Directories",,,,,
"X-Action","EditorChange",,,"1692114682084","plan.txt","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","Close Active Editor",,,"1692114683502","plan.txt","1.1.5 for 2021-2022 @t1",,"Close Active Editor",,,,,
"X-Action","EditorChange",,,"1692114684394","plan.txt","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1692114691900","plan.txt","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1692114693651","plan.txt","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","Enter",,,"1692114699182","plan.txt","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","61","1692114699185","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","D","","62","1692114700851","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","D",,"63","1692114700852","plan.txt","1.1.5 for 2021-2022 @t1",,"D",,,,,
"File.Edit","a","","63","1692114700994","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"64","1692114700995","plan.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","64","1692114701120","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"65","1692114701121","plan.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","a","","65","1692114701235","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"66","1692114701235","plan.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit"," ","","66","1692114701477","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"67","1692114701477","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","f","","67","1692114702871","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"68","1692114702872","plan.txt","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","l","","68","1692114703061","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"69","1692114703061","plan.txt","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","o","","69","1692114703221","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"70","1692114703221","plan.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","w","","70","1692114703303","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","w",,"71","1692114703303","plan.txt","1.1.5 for 2021-2022 @t1",,"w",,,,,
"File.Edit",":","","71","1692114703543","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",":",,"72","1692114703543","plan.txt","1.1.5 for 2021-2022 @t1",,":",,,,,
"File.Edit"," ","","72","1692114703679","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"73","1692114703680","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","i","","73","1692114704418","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"74","1692114704418","plan.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","74","1692114704421","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"75","1692114704421","plan.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","p","","75","1692114704612","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"76","1692114704613","plan.txt","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","u","","76","1692114704668","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"77","1692114704668","plan.txt","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","t","","77","1692114704803","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"78","1692114704803","plan.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Backspace",,,"1692114705006","plan.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","77","1692114705007","plan.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692114705132","plan.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","u","76","1692114705134","plan.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692114705278","plan.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","75","1692114705279","plan.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1692114705572","plan.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","74","1692114705573","plan.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","74","1692114705782","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"75","1692114705782","plan.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","p","","75","1692114705894","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"76","1692114705894","plan.txt","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","o","","76","1692114705961","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"77","1692114705962","plan.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","r","","77","1692114706086","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"78","1692114706086","plan.txt","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","t","","78","1692114706236","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"79","1692114706236","plan.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","79","1692114706313","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"80","1692114706314","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","c","","80","1692114707002","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"81","1692114707002","plan.txt","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","s","","81","1692114707124","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"82","1692114707124","plan.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","v","","82","1692114707320","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"83","1692114707320","plan.txt","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit"," ","","83","1692114707418","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"84","1692114707419","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","f","","84","1692114707828","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"85","1692114707829","plan.txt","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","i","","85","1692114707864","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"86","1692114707864","plan.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","l","","86","1692114707953","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"87","1692114707954","plan.txt","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","87","1692114708240","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"88","1692114708241","plan.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","88","1692114708434","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"89","1692114708434","plan.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit",",","","89","1692114710151","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"90","1692114710152","plan.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"File.Edit"," ","","90","1692114710188","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"91","1692114710189","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","EditorChange",,,"1692114721609","plan.txt","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1692114731825","plan.txt","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"File.Edit","g","","91","1692114758382","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"92","1692114758383","plan.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","92","1692114758544","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"93","1692114758545","plan.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","93","1692114758616","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"94","1692114758617","plan.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","94","1692114758681","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"95","1692114758681","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","95","1692114758872","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"96","1692114758873","plan.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","96","1692114758989","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"97","1692114758989","plan.txt","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","e","","97","1692114759054","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"98","1692114759054","plan.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","98","1692114759095","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"99","1692114759095","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","99","1692114759297","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"100","1692114759298","plan.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","u","","100","1692114759375","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"101","1692114759375","plan.txt","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","m","","101","1692114759609","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"102","1692114759609","plan.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","102","1692114759681","plan.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"103","1692114759682","plan.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1692114762946","plan.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
